HotelName,Address,Prices,Rating,Review,CoupleFriendly,Facilities,MoreOptions
Hotel Shree Pingara,Nalasopara East | 52.3 km from city centre,"INR1,196",16 Ratings, (Excellent),Couple Friendly,Doctor on CallFree Wi-FiRestaurant,
Galaxy comforts,Andheri East,"INR1,598",25 Ratings, (Good),,Doctor on CallKitchenetteCaretaker,
Hotel 3 Brothers (Beach View),Nalasopara West | 61.0 km from city centre,INR864,18 Ratings, (Good),Couple Friendly,Doctor on CallFree ParkingOutdoor Sports,
Hotel Blue Orchid Mumbai,Near Mumbai Airport,"INR1,472",20 Ratings, (Good),Couple Friendly,Free Wi-FiFree Parking24-hour Room Service,
Hotel D69 Residency,Mira Road East | 25.6 km from city centre,"INR1,709",60 Ratings, (Very Good),Couple Friendly,Free Wi-FiRestaurant24-hour Room Service,
Corporate Suite.,Malad,"INR2,256",2 Ratings, (Good),,Doctor on CallCaretakerLiving Room,
Grand City Homes,Goregaon,"INR3,290",1 Rating, (Good),,Doctor on CallKitchenetteCaretaker,
Al Alif Service Apartmets,Mandvi,"INR1,551",19 Ratings, (Good),,Doctor on CallFree Wi-FiFree Parking,
Sakinaka Dormitory,Near Mumbai Airport,INR423,6 Ratings, (Good),,Doctor on CallFree Wi-FiHousekeeping,
Upper Stay House,South Mumbai,"INR1,282",142 Ratings, (Very Good),,Doctor on CallFree Wi-FiRoom Service,
OYO 28851 Surya Residency,Jogeshwari East,"INR1,009",25 Ratings, (Excellent),Couple Friendly,Doctor on CallRoom ServicePower Backup,
OYO 41605 Hotel Prince Palace,Kurla West,"INR1,600",7 Ratings, (Good),Couple Friendly,Room ServicePower Backup,
Hotel Sukoon,Mandvi,INR751,1 Rating, (Good),,Doctor on CallFree Wi-FiRoom Service,
Hotel Central Inn,South Mumbai,INR999,2 Ratings, (Good),,Doctor on CallRestaurantAirport Transfers,
OYO 23189 Wind Flower,Khar West,"INR2,817",22 Ratings, (Good),Couple Friendly,Free Wi-FiRoom ServicePower Backup,
Hotel Prime Residency,Mandvi,"INR1,233",3 Ratings, (Very Good),,Doctor on CallFree Wi-Fi24-hour Room Service,
GKG Hotel,South Mumbai,"INR1,461",1 Rating, (Very Good),,Free Wi-FiRestaurant24-hour Room Service,
Capital O 70493 Hotel Crystal Inn,Near Mumbai Airport,"INR1,359",7 Ratings, (Good),Couple Friendly,Room ServicePower BackupKitchenette,
Golden Residency Hotel,Mira Road East | 28.8 km from city centre,"INR1,633",4 Ratings, (Good),Couple Friendly,Doctor on CallFree Wi-FiFree Parking,
Hotel Malad Inn,Malad,"INR1,807",336 Ratings, (Good),Couple Friendly,Free Parking24-hour Room ServicePower Backup,
Hotel Imperial Palace,Vile Parle,"INR1,346",23 Ratings, (Good),,Doctor on CallFree Wi-FiFree Parking,
Hotel Nice Stay,Borivali East,"INR1,860",1 Rating, (Good),,Doctor on CallFree Wi-FiFree Parking,
Hotel Suncity Premiere,Andheri East,"INR2,519",120 Ratings, (Good),,Free Wi-FiCafeBar,
Whispering Palms,Gorai,"INR3,384",13 Ratings, (Good),,CaretakerRestaurantHousekeeping,
OYO 1033 Hotel Better Home International,Vile Parle,"INR1,841",38 Ratings, (Good),,Free Wi-FiElevator/LiftAir Conditioning,
Mumbai House Luxury Apartments,Near Mumbai Airport,"INR3,004",30 Ratings, (Very Good),,Free ParkingFree Wi-FiKitchenette,
Hotel Park Palace,Mandvi,"INR1,119",51 Ratings, (Very Good),,Doctor on CallFree Wi-Fi24-hour Room Service,
Mumbai Corporate Apartments,Bandra East,"INR3,948",144 Ratings, (Good),,KitchenetteCaretakerLiving Room,
Atlas Plaza Andheri,Jogeshwari East,"INR2,135",251 Ratings, (Excellent),,Elevator/LiftAir Conditioning24-hour Room Service,
Royal Residency,Govandi,"INR1,598",12 Ratings, (Excellent),,Doctor on CallFree Wi-FiRoom Service,
OYO 62792 Hotel Sarah Suite,Amboli,"INR1,787",5 Ratings, (Good),Couple Friendly,Free Wi-FiRoom ServiceAir Conditioning,
OYO 71172 Hotel Sion Residency,Dharavi,"INR2,319",42 Ratings, (Good),Couple Friendly,Free Wi-FiRoom ServiceAir Conditioning,
Hotel Al Ahad,Mandvi,"INR1,420",1 Rating, (Good),,Doctor on CallFree Wi-FiFree Parking,
Hotel Surya Prakash,Chembur,"INR3,290",38 Ratings, (Good),,Doctor on CallFree Parking24-hour Room Service,
Capital O 76484 Hotel Balwas International,South Mumbai,"INR1,993",3 Ratings, (Good),,DEFAULT,
Hotel  Shantidoot Inn,South Mumbai,"INR3,304",1 Rating, (Good),,Doctor on CallFree Wi-Fi24-hour Room Service,
Hotel Balwas,Girgaon,"INR1,890",13 Ratings, (Good),,Doctor on CallFree Parking24-hour Room Service,
Capital O 42409 Hotel Zara Grand,Near Mumbai Airport,"INR1,424",1 Rating, (Good),,Free ParkingFree Wi-FiAir Conditioning,
Capital O 30550 riva International,Goregaon,"INR2,126",26 Ratings, (Good),,Doctor on CallFree Wi-FiRoom Service,
Hotel Plaza Executive (1 Km from US Embassy),Near Mumbai Airport,"INR1,239",4 Ratings, (Good),,Doctor on CallFree Wi-FiFree Parking,
OYO 9748 Hotel Girgaon Palace,Girgaon,"INR2,711",50 Ratings, (Good),,Doctor on CallFree Wi-FiRoom Service,
OYO Flagship 75787 Meadow Inn,Near Mumbai Airport,"INR1,688",17 Ratings, (Good),,Room ServicePower Backup,
CapitalO 12063 HotelPearls BKC-10 min from Airport,Near Mumbai Airport,"INR2,057",17 Ratings, (Good),Couple Friendly,Doctor on CallFree Wi-FiRestaurant,
Hotel Royal Residency,Near Mumbai Airport,"INR1,537",1 Rating, (Good),Couple Friendly,Doctor on Call24-hour Room ServiceAir Conditioning,
OYO 69614 Hotel Diamond,Near Mumbai Airport,"INR2,269",2 Ratings, (Good),Couple Friendly,Free Wi-FiRoom ServiceAir Conditioning,
La Shimmer Resort,Uttan | 40.3 km from city centre,"INR2,978",42 Ratings, (Good),Couple Friendly,Doctor on CallFree Wi-FiOutdoor Sports,
hotel shelter inn,Mira Road East | 27.9 km from city centre,"INR2,454",7 Ratings, (Very Good),,Free ParkingKitchenetteElevator/Lift,
Om Sai Residency,Kandivali East,"INR2,029",6 Ratings, (Good),Couple Friendly,Air ConditioningRoom ServiceDoctor on Call,
PHOENIX HOSPITALITY,Near Mumbai Airport,"INR2,233",9 Ratings, (Good),,Doctor on CallFree Wi-FiFree Parking,
OYO 75899 Hotel R K Residency,Goregaon West,"INR2,598",27 Ratings, (Very Good),Couple Friendly,Free Wi-FiRoom ServicePower Backup,
Shetty's Villa,Goregaon East,"INR18,500",28 Ratings, (Good),,KitchenetteLiving RoomHousekeeping,
Hotel Sweet Home,South Mumbai,"INR1,974",10 Ratings, (Good),,Doctor on CallKitchenetteCaretaker,
Capital O 71247 Jk Regency,Andheri East,"INR1,252",30 Ratings, (Good),Couple Friendly,Room ServicePower BackupKitchenette,
Prakash Inn,Andheri East,"INR1,127",8 Ratings, (Very Good),Couple Friendly,Doctor on CallFree Parking24-hour Room Service,
OYO 74855 Hotel Nirmal Inn,Near Mumbai Airport,"INR1,104",7 Ratings, (Good),Couple Friendly,Free Wi-Fi24-hour Room ServicePower Backup,
Collection O 561 Marol Naka Metro Station,Near Mumbai Airport,"INR1,768",20 Ratings, (Good),Couple Friendly,Free Wi-FiRestaurantRoom Service,
OYO 43828 Hotel Zara Inn,Andheri West,"INR1,860",27 Ratings, (Excellent),Couple Friendly,Doctor on CallFree Wi-FiRoom Service,
Hotel Al Safa,South Mumbai,"INR1,345",26 Ratings, (Good),,Doctor on CallRoom ServiceAir Conditioning,
Hotel Qubestay Airport,Andheri East,"INR1,384",146 Ratings, (Excellent),,Free Wi-FiFree Parking24-hour Room Service,
OYO Home 62564 Exceutive Stay Marol,Andheri East,"INR1,611",62 Ratings, (Very Good),,CaretakerPower BackupWashing Machine,
Anil House,Khar East,"INR1,139",2 Ratings, (Good),Couple Friendly,Doctor on CallFree Wi-FiRestaurant,
OYO 65661 Hotel Emerald Inn,Sakinaka,"INR1,056",6 Ratings, (Good),Couple Friendly,Doctor on CallRoom ServiceAir Conditioning,
OYO 74882 Hotel Silver Oak Inn,Near Mumbai Airport,"INR1,182",27 Ratings, (Very Good),Couple Friendly,Free Wi-FiRoom ServicePower Backup,
"Alan Hotel, Mumbai",Ghatkopar West,"INR1,291",20 Ratings, (Good),Couple Friendly,Doctor on CallFree Wi-FiRestaurant,
Apple House Hotel,Asalpha,INR846,18 Ratings, (Very Good),,Doctor on CallFree Wi-FiRoom Service,
Haredia Hotel,Kalbadevi,"INR2,423",47 Ratings, (Excellent),,Doctor on CallFree Wi-FiRoom Service,
"Homevilas-4135 Cozy, Spacious & luxurious Apartment In Malad East",Malad,"INR3,196",2 Ratings, (Good),,Doctor on CallCaretakerFree Wi-Fi,
Hotel Paris,Kalbadevi,"INR1,135",2 Ratings, (Very Good),,Doctor on CallRoom ServiceAir Conditioning,
OYO 26563 Safar Residency,Dharavi,"INR1,533",141 Ratings, (Good),Couple Friendly,Room ServiceAir Conditioning,
Hotel Safar Residency,Dharavi,"INR2,263",8 Ratings,,Couple Friendly,Doctor on CallFree Wi-Fi24-hour Room Service,
OYO 29794 A K Residency,Near Mumbai Airport,"INR1,361",13 Ratings,,,Free Wi-FiAir ConditioningRoom Service,
One Step Hostel,South Mumbai,INR635,20 Ratings,,,Doctor on CallHousekeepingElectrical Sockets,
National Residency,Near Mumbai Airport,"INR1,076",3 Ratings,,Couple Friendly,Free ParkingFree Wi-FiElevator/Lift,
Capital O 29025 Hotel Seven Olive,Near Mumbai Airport,"INR1,780",5 Ratings,,Couple Friendly,KitchenetteElevator/LiftAir Conditioning,
Sahara Executive Budget Hotel,Andheri East,INR826,6 Ratings,,Couple Friendly,Doctor on CallFree ParkingRoom Service,
Hotel Nirvana Grace,Near Mumbai Airport,"INR1,612",2 Ratings,,Couple Friendly,Free Parking24-hour Room ServiceElevator/Lift,
OYO 845 Hotel Kailash Park,Asalpha,"INR1,711",2 Ratings,,,Free Wi-FiAir ConditioningRoom Service,
Saigal Guest House,Goregaon West,"INR1,538",136 Ratings,,Couple Friendly,Doctor on Call24-hour Room ServicePower Backup,
Hotel Avion Palace,Jogeshwari West,INR940,15 Ratings,,,Doctor on CallFree Wi-FiRestaurant,
Hotel West Inn ( Near Mumbai Airport T2  ),Near Mumbai Airport,"INR1,175",61 Ratings,,Couple Friendly,Free ParkingFree Wi-FiAir Conditioning,
OYO 8678 Hotel Golden Nest,Near Mumbai Airport,"INR1,234",109 Ratings,,,Free Wi-FiAir ConditioningRoom Service,
Capital O 46236 Hotel Amora,Chembur,"INR1,755",1 Rating,,Couple Friendly,KitchenetteAir ConditioningRoom Service,
Villa 1959-2 BHK Villa,Gorai,"INR9,063",7 Ratings,,,Doctor on CallKitchenetteCaretaker,
Hotel Saroja Palace Lodging And Boarding,Mira Road East | 27.1 km from city centre,"INR2,562",7 Ratings,,Couple Friendly,Doctor on CallFree ParkingRestaurant,
OYO 75974 Sunrise residency,Near Mumbai Airport,"INR1,327",64 Ratings,,Couple Friendly,Free Wi-FiRoom Service,
Hotel Star Suites,Andheri East,INR843,1 Rating,,Pet Friendly,Doctor on CallFree Wi-FiFree Parking,
ConnektHomes - SeaViews in Bandra,Bandra West,"INR7,050",26 Ratings,,Couple Friendly,KitchenetteCaretakerLiving Room,
Gold West Inn,Vile Parle,"INR1,452",44 Ratings,,Couple Friendly,Doctor on CallRoom ServiceAir Conditioning,
Hotel Galaxy,Near Mumbai Airport,"INR4,230",2 Ratings,,,CafeBarElevator/Lift,
Capital O 75709 Hotel Spring Residency,Kandivali West,"INR3,033",31 Ratings,,Couple Friendly,Free Wi-FiRestaurantRoom Service,
Emirates Hotel,Umerkhadi,"INR1,921",146 Ratings,,,Doctor on CallFree Parking24-hour Room Service,
OYO 11015 Hotel Airside,Near Mumbai Airport,"INR1,502",32 Ratings,,Couple Friendly,Free Wi-FiAir ConditioningRoom Service,
The legend,Near Mumbai Airport,"INR4,271",14 Ratings,,Couple Friendly,Doctor on CallFree Wi-FiRestaurant,
OYO 8373 Rigga Inn,Andheri West,"INR2,217",14 Ratings,,Couple Friendly,Doctor on CallFree Wi-FiRoom Service,
Hotel Imperial Executive,Vile Parle,"INR1,879",3 Ratings,,Couple Friendly,Doctor on CallFree Wi-FiRestaurant,
Hotel Astro,Andheri West,"INR1,692",20 Ratings,,,Free ParkingFree Wi-FiKitchenette,
Hotel Ratna Mahal,Near Mumbai Airport,"INR2,076",2 Ratings,,,Doctor on CallFree ParkingRestaurant,
OYO 62882 De Riviera Hotel,Near Mumbai Airport,"INR1,716",30 Ratings,,Couple Friendly,Basic FacilitiesSafety and SecurityHealth and wellness,
OYO 72265 Krishna Resort,Navghar | 35.1 km from city centre,"INR3,788",3 Ratings,,Couple Friendly,RestaurantRoom ServicePower Backup,
Hotel White Pearl,South Mumbai,"INR1,623",12 Ratings,,,Doctor on CallFree Wi-Fi24-hour Room Service,
OYO 71452 Hotel Malad Grand,Malad,"INR2,635",1 Rating,,Couple Friendly,Free Wi-FiRoom Service,
OYO 40027 Royal Palms Shared Serviced Apartment,Goregaon East,"INR2,156",4 Ratings,,Couple Friendly,Doctor on CallFree Wi-FiFree Parking,
OYO 61623 Hotel Homestay,Near Mumbai Airport,"INR1,071",1 Rating,,Couple Friendly,Free Wi-FiRoom ServiceAir Conditioning,
Capital O 62560 Hotel Zaid International,Andheri East,"INR1,860",7 Ratings,,Couple Friendly,Doctor on CallFree Wi-FiFree Parking,
OYO 29705 Hotel Wellingten,Asalpha,"INR1,323",14 Ratings,,Couple Friendly,Doctor on CallRoom ServiceAir Conditioning,
OYO 9957 Hotel Terminus Square,Chembur,"INR2,314",1 Rating,,Couple Friendly,Room ServiceAir Conditioning,
ASHA HOTEL,Girgaon,INR826,3 Ratings,,,Room ServiceAir Conditioning,
OYO 42939 Royal Orbit,Marol,"INR1,549",8 Ratings,,Couple Friendly,Free Wi-FiFree ParkingRoom Service,
OYO 22829 Hotel Volga,South Mumbai,"INR2,017",1 Rating,,,Free Wi-FiAir ConditioningRoom Service,
Collection O 75556 Hotel Address Inn,Near Mumbai Airport,"INR1,418",4 Ratings,,Couple Friendly,Free Wi-FiElevator/LiftAir Conditioning,
OYO 3769 Blue Pearl Residency,Asalpha,"INR1,515",11 Ratings,,Couple Friendly,Doctor on CallFree Wi-FiRestaurant,
OYO 72244 The Ko-killa Apartments,Andheri East,"INR1,674",14 Ratings,,Couple Friendly,Free Wi-FiRoom ServicePower Backup,
Omega Residency,Near Mumbai Airport,"INR1,025",2 Ratings,,,Doctor on CallFree Wi-FiRoom Service,
Hotel Royal Inn,Near Mumbai Airport,INR864,6 Ratings,,,Doctor on CallFree Wi-FiRoom Service,
OYO 70407 Hotel Sea View,Nalasopara West | 63.3 km from city centre,"INR1,258",12 Ratings,,Couple Friendly,Room ServicePower BackupAir Conditioning,
Hotel Golden Palace A/C Rooms & Dormitory,Vile Parle,"INR1,110",89 Ratings,,,Doctor on Call24-hour Room ServiceAir Conditioning,
Bombay Backpackers,Near Mumbai Airport,"INR1,221",14 Ratings,,Couple Friendly,Doctor on CallHousekeepingElectrical Sockets,
KC Dormitory,Near Mumbai Airport,INR330,1 Rating,,,Doctor on CallLuggage StorageHousekeeping,
Perfect Dormitory,Asalpha,INR344,13 Ratings,,,Luggage StorageHousekeepingElectrical Sockets,
Lucky Service Apartments,Bandra West,"INR1,410",11 Ratings,,,Doctor on CallCaretakerFree Wi-Fi,
Dev Shelter 5,Malad,"INR3,459",5 Ratings,,Couple Friendly,Doctor on CallKitchenetteCaretaker,
ConnektsHomes - Seaview at Carter Road,Bandra West,"INR3,666",4 Ratings,,Couple Friendly,KitchenetteCaretakerLiving Room,
Home away from home 1 (high end) near Bombay exhibition center and western express Highway,Goregaon East,"INR2,115",13 Ratings,,,Doctor on CallCaretakerLiving Room,
Cool Stay Residency,Andheri West,"INR1,363",81 Ratings,,,SafeHousekeepingKitchenette,
Home Stay - PG Hostel,Near Mumbai Airport,INR845,13 Ratings,,,SafeFree Wi-FiHousekeeping,
Hotel Nest N Rest,Near Mumbai Airport,INR564,2 Ratings,,,Free Wi-FiHousekeepingAir Conditioning,
Homevilas-4614 Fully Furnished 3 BHK Apartment with Round the Clock Hospitality,Malad,"INR9,814",45 Ratings,,,Doctor on CallCaretakerFree Wi-Fi,
BICHONA HOMESTAY,Kandivali West,"INR1,127",16 Ratings,,,Luggage StorageHousekeepingElectrical Sockets,
Homevilas-1046 Lovley 2 BHK Service Apartment,Goregaon East,"INR6,345",3 Ratings,,,Doctor on CallCaretakerFree Wi-Fi,
Aristo Hospitality Apartment -Andheri,Andheri West,"INR2,632",17 Ratings,,,Doctor on CallFree Wi-FiPower Backup,
ELLIOTT INN A.C DORMITORY,Goregaon,"INR1,127",48 Ratings,,,Luggage StorageHousekeepingElectrical Sockets,
Homevilas-5063 Highly Functional and Fully Relaxed 2 BHK Apartment,Goregaon,"INR6,110",8 Ratings,,,Doctor on CallKitchenetteCaretaker,
Homevilas-5031 Well Furnish Luxury Apartments,Andheri East,"INR9,265",49 Ratings,,,Doctor on CallCaretakerFree Wi-Fi,
Modern delight in Bandra West,Bandra West,"INR6,110",49 Ratings,,,DEFAULT,
Creekside Homestay,Trombay,"INR6,110",11 Ratings,,,KitchenetteCaretakerHousekeeping,
FARM HOUSE,Vasai | 57.1 km from city centre,"INR2,563",57 Ratings,,,Doctor on CallLiving RoomPower Backup,
Sam's Cottage - The Bombay Home Company,Khar,"INR3,290",2 Ratings,,,KitchenetteLiving RoomAir Conditioning,
"Luxurious, Modern and  Bliss in Bandra",Khar West,"INR5,170",24 Ratings,,,DEFAULT,
Homevilas-4610 Pleasant and Bright 2 BHK Service Apartment,Kandivali West,"INR7,371",52 Ratings,,,Doctor on CallKitchenetteCaretaker,
ConnektHomes - Serviced Flat Near Carter Road,Bandra West,"INR3,243",3 Ratings,,Couple Friendly,KitchenetteCaretakerLiving Room,
Amrut Manthan,Near Mumbai Airport,"INR4,230",14 Ratings,,,Doctor on CallCaretakerHousekeeping,
Arista Service Apartments,Bandra East,"INR2,444",76 Ratings,,,KitchenetteCaretakerLiving Room,
ConnektHomes - Room in Shared Service Flat in BKC,Bandra East,"INR3,290",1 Rating,,Couple Friendly,KitchenetteLiving RoomFree Wi-Fi,
Homevilas-4175 Positively Memorable and Fully Functional 1 BHK Apartment,Borivali East,"INR4,512",1 Rating,,,Doctor on CallKitchenetteCaretaker,
ConnektHomes - Service Flat Near Lilavati,Bandra West,"INR6,110",1 Rating,,Couple Friendly,KitchenetteCaretakerLiving Room,
Alif Villa,Andheri West,"INR24,000",2 Ratings,,,KitchenetteCaretakerLiving Room,
"BSS Apartment, Bandra East",Near Mumbai Airport,"INR3,751",1 Rating,,,CaretakerLiving RoomFree Wi-Fi,
Veridical BKC / Bandra (East),Bandra East,"INR2,307",22 Ratings,,,Free Wi-FiElevator/LiftKitchenette,
Homevilas-1044 1 BHK Serviced Apartment,Kandivali East,"INR3,384",10 Ratings,,,Doctor on CallCaretakerFree Wi-Fi,
ConnektHomes - Luxury service apartment in Bandra area,Khar,"INR4,230",1 Rating,,Couple Friendly,Living RoomFree Wi-FiWashing Machine,
Homevilas-1972 Superb Homestay In Maharashtra,61.3 km from city centre,"INR19,035",8 Ratings,,,Doctor on CallCaretakerPower Backup,
Cozy by the Breeze,Bandra West,"INR8,930",15 Ratings,,,DEFAULT,
Punja's Residency,Gorai,"INR2,136",52 Ratings,,,CaretakerLiving RoomHousekeeping,
Veridical Apartment Panchsmruti 1401,Powai,"INR2,115",3 Ratings,,,Doctor on CallCaretakerLiving Room,
Luxurious service Apartment Vasant Oasis,Andheri East,"INR2,820",1 Rating,,,KitchenetteCaretakerLiving Room,
Homevilas-4617 Affordable Luxury 2 BHK Apartment,Malad,"INR7,371",52 Ratings,,,Doctor on CallCaretakerFree Wi-Fi,
1BHK Service Apartment in Bandra West,Bandra West,"INR7,050",9 Ratings,,,KitchenetteCaretakerLiving Room,
Homevilas-4136 Fully Relaxed 2 BHK Apartment,Kandivali East,"INR8,041",46 Ratings,,,Doctor on CallCaretakerFree Wi-Fi,
Komal Niwas,Andheri East,"INR1,222",6 Ratings,,,Luggage StorageHousekeepingElectrical Sockets,
Positive Vibes,South Mumbai,"INR7,990",11 Ratings,,,Doctor on CallKitchenetteCaretaker,
Smartotel,Borivali West,"INR2,538",2 Ratings,,,Doctor on CallKitchenetteCaretaker,
Zenith Hospitality Prithvi Emperor,South Mumbai,"INR3,384",2 Ratings,,,KitchenetteCaretakerLiving Room,
Quiet Bandra 3 bedroom Balconies Walk to Ocean,Bandra West,"INR14,664",33 Ratings,,,DEFAULT,
Sai Dham Home Stay,Bhayandar East | 31.5 km from city centre,"INR6,110",26 Ratings,,,KitchenetteCaretakerLiving Room,
OYO Flagship 61193 Aram Inn,Near Mumbai Airport,"INR2,423",1 Rating,,Couple Friendly,HousekeepingSafe,
Homevilas-5064 Chic and Curious Design 2 BHK Service Apartment,Near Mumbai Airport,"INR4,512",2 Ratings,,,KitchenetteCaretakerLiving Room,
Astha home Service apartment in kandivali east,Kandivali East,"INR2,538",1 Rating,,,Doctor on CallKitchenetteCaretaker,
